Employee_ID,Age,Department,Job_Level,Years_at_Company,Monthly_Hours_Worked,Remote_Work,Meetings_per_Week,Tasks_Completed_Per_Day,Overtime_Hours_Per_Week,Work_Life_Balance,Job_Satisfaction,Productivity_Score,Annual_Salary,Absences_Per_Year,Office_Branch
2773,24,Finance,Entry,24 tahun,125.0,Yes,1,13,6,Average,7,80.31680886117097,78584.10610070542,4,Branch_4
2774,25,Finance,Entry,18 tahun,215.0,Yes,3,8,6,Good,5,59.91418241914669,20000.0,10,Branch_30
2775,57,HR,Manager,8 tahun,216.0,Hybrid,10,11,11,Average,2,87.01292246229714,59938.27039466502,6,Branch_31
2776,48,HR,Senior,26 tahun,178.0,Hybrid,12,10,2,Poor,5,49.30025057613819,53348.75152068312,9,Branch_11
2777,25,Marketing,Entry,28 tahun,203.0,Hybrid,3,18,1,Average,5,81.2854072375657,26133.026644908263,11,Branch_35
2778,57,IT,Senior,6 tahun,179.0,Yes,7,9,10,Poor,2,90.79629858550663,49603.68299226875,8,Branch_8
2779,40,HR,Entry,8 tahun,130.0,Yes,2,17,11,Good,9,86.22200671410283,36592.92694098895,19,Branch_3
2780,55,Sales,Mid,29 tahun,166.0,Yes,7,4,11,Average,5,84.31650311525615,37655.50766358632,5,Branch_14
2781,37,IT,Entry,3 tahun,171.0,Yes,10,3,3,Good,9,74.82222571051446,47547.3745573766,4,Branch_13
2782,43,Finance,Entry,4 tahun,129.0,Hybrid,7,13,7,Average,8,87.7689748688204,72792.06817672963,4,Branch_32
2783,53,Marketing,Mid,6 tahun,162.0,Yes,0,8,2,Excellent,9,88.81926960994517,250000.0,6,Branch_34
2784,23,Sales,Entry,17 tahun,158.0,No,6,15,9,Average,6,41.31242663760419,42883.76843045528,14,Branch_19
2785,38,Operations,Mid,1 tahun,202.0,Yes,6,14,13,Average,8,58.61819825859199,84668.38960668883,12,Branch_16
2786,44,Sales,Entry,15 tahun,146.0,Hybrid,6,19,1,Average,3,92.71512784048902,48110.73306734122,9,Branch_2
2787,33,IT,Senior,29 tahun,159.0,Yes,3,11,2,Average,3,92.0578370353467,124459.42468667796,1,Branch_17
2788,34,Marketing,Entry,15 tahun,217.0,No,3,7,0,Average,9,93.43224275481217,71851.12547175125,17,Branch_34
2789,31,Operations,Mid,12 tahun,155.0,Yes,10,16,5,Average,1,48.19274442762353,250000.0,15,Branch_16
2790,25,IT,Mid,24 tahun,139.0,Yes,4,15,4,Average,5,79.96874593829158,167595.40496255725,18,Branch_2
2791,28,Operations,Manager,6 tahun,165.0,Hybrid,8,14,9,Poor,3,57.40218306787483,250000.0,18,Branch_2
2792,23,HR,Manager,27 tahun,188.0,No,13,17,3,Good,5,71.78010639200225,104467.25767211404,1,Branch_26
2793,36,Operations,Manager,20 tahun,193.0,Yes,6,7,6,Excellent,5,98.830626386608,54846.568523213806,10,Branch_13
2794,57,Finance,Senior,5 tahun,182.0,Hybrid,13,11,2,Good,6,87.65176256982639,20000.0,2,Branch_31
2795,30,Operations,Mid,7 tahun,151.0,No,13,17,13,Good,8,53.49410316690952,56622.72593493097,6,Branch_34
2796,45,Marketing,Entry,8 tahun,159.0,Yes,6,17,9,Poor,1,68.89037649139983,68826.7239795037,15,Branch_3
2797,27,HR,Senior,10 tahun,159.0,No,12,4,11,Good,8,60.20282807085594,20000.0,19,Branch_8
2798,28,Finance,Senior,7 tahun,211.0,Hybrid,1,16,11,Average,5,49.04010235707446,49565.345793421046,11,Branch_23
2799,37,Finance,Entry,7 tahun,148.0,No,7,4,5,Average,8,50.421508262156046,105091.4302708532,19,Branch_14
2800,38,HR,Entry,23 tahun,141.0,Yes,10,16,11,Average,2,53.3042389496684,20000.0,19,Branch_27
2801,51,Marketing,Mid,14 tahun,192.0,Yes,5,8,1,Good,5,64.82626146495816,45424.94824972682,15,Branch_29
2802,29,Sales,Manager,4 tahun,185.0,Hybrid,13,17,1,Excellent,5,100.0,90011.73569112134,17,Branch_1
2803,24,IT,Entry,21 tahun,196.0,Yes,9,18,10,Poor,2,74.3700800484307,92196.40980135946,18,Branch_17
2804,46,Marketing,Mid,29 tahun,154.0,No,12,11,14,Good,7,82.46025064330364,94934.23787102805,19,Branch_30
2805,50,Operations,Manager,10 tahun,146.0,Yes,13,14,13,Average,1,47.8767844063085,40844.14213164071,16,Branch_13
2806,42,Sales,Manager,13 tahun,182.0,Hybrid,14,18,5,Average,7,66.90537837287324,127140.93705755932,13,Branch_21
2807,27,Sales,Mid,7 tahun,149.0,Hybrid,8,14,13,Poor,3,75.50277127677899,57003.16501822212,0,Branch_19
2808,44,Operations,Mid,3 tahun,148.0,No,10,10,2,Average,3,86.39409718576968,41094.275642100416,9,Branch_19
2809,32,Sales,Mid,5 tahun,154.0,No,6,14,13,Good,5,62.015809622521004,50561.80024367335,11,Branch_25
2810,27,IT,Mid,23 tahun,156.0,Yes,2,15,2,Average,9,81.57441248003009,67146.29189857026,8,Branch_22
2811,48,IT,Mid,18 tahun,145.0,No,13,5,6,Average,3,85.1073474272818,33020.115734267645,5,Branch_31
2812,48,IT,Mid,7 tahun,123.0,Yes,8,17,0,Good,4,64.65849217610733,47004.19736389073,19,Branch_17
2813,34,Sales,Mid,6 tahun,218.0,Hybrid,5,4,5,Good,8,81.96101051301528,250000.0,9,Branch_23
2814,30,HR,Entry,8 tahun,129.0,Hybrid,6,19,13,Average,6,58.94715455466325,20000.0,12,Branch_32
2815,29,IT,Senior,7 tahun,139.0,No,5,18,1,Average,6,87.17778932521342,66325.76747386048,13,Branch_10
2816,48,Sales,Mid,20 tahun,179.0,No,3,17,6,Average,7,82.39149224941902,85318.80181538044,1,Branch_10
2817,53,Marketing,Mid,29 tahun,129.0,Hybrid,13,14,1,Poor,7,83.22363050228962,37053.72255441023,1,Branch_8
2818,50,Sales,Senior,21 tahun,149.0,Yes,7,16,2,Poor,6,62.907434449693234,31025.60813152459,18,Branch_20
2819,54,IT,Mid,11 tahun,194.0,Yes,4,19,8,Good,9,71.37401097886278,45199.61029999355,3,Branch_32
2820,26,IT,Manager,10 tahun,135.0,No,10,11,9,Average,3,75.02985782510561,32515.23998450302,5,Branch_14
2821,59,IT,Mid,26 tahun,126.0,Yes,6,7,5,Poor,6,78.7889586422685,88036.82990015541,0,Branch_28
2822,30,HR,Senior,6 tahun,142.0,No,10,18,10,Good,2,70.69566763498636,37025.43515541064,8,Branch_24
2823,34,Finance,Senior,18 tahun,159.0,Hybrid,9,18,1,Average,9,84.1966280971335,38884.68555096691,13,Branch_15
2824,54,Operations,Mid,26 tahun,120.0,No,1,11,14,Poor,9,33.174365244781995,25840.063096371006,6,Branch_22
2825,51,Operations,Entry,6 tahun,164.0,Hybrid,8,7,14,Excellent,4,66.52368810719322,26213.159113318336,6,Branch_30
2826,46,HR,Manager,10 tahun,126.0,No,8,18,8,Good,9,64.71286992551849,74767.65692203905,8,Branch_4
2827,27,Marketing,Mid,9 tahun,160.0,Hybrid,7,11,4,Poor,7,73.17196291858143,51183.25800187286,18,Branch_13
2828,31,IT,Entry,8 tahun,187.0,Yes,14,10,5,Poor,8,80.17443511256324,39106.29629721893,5,Branch_23
2829,57,Finance,Mid,12 tahun,121.0,No,13,18,11,Average,3,83.08650186505261,58418.25610640114,13,Branch_8
2830,40,Marketing,Senior,29 tahun,136.0,Hybrid,11,7,14,Excellent,5,90.6282059263034,41700.97111256358,2,Branch_18
2831,32,Sales,Entry,21 tahun,128.0,Hybrid,7,15,6,Average,4,61.03710035961546,25124.03373273448,13,Branch_12
2832,38,Operations,Mid,21 tahun,130.0,No,5,4,2,Good,6,51.88039240794743,31975.617351065936,4,Branch_31
2833,23,Finance,Mid,27 tahun,163.0,No,10,5,3,Good,3,100.0,37111.19391637238,13,Branch_14
2834,28,HR,Entry,10 tahun,202.0,Hybrid,12,5,7,Average,3,71.75387697351697,50093.51853642624,9,Branch_34
2835,52,IT,Entry,12 tahun,175.0,No,3,17,14,Poor,1,54.84511179996343,44044.1621505365,10,Branch_18
2836,52,Finance,Senior,29 tahun,133.0,Yes,12,4,10,Good,3,72.8644856309168,69567.79126181827,5,Branch_34
2837,38,Marketing,Manager,26 tahun,198.0,Yes,4,8,8,Good,5,96.45281982722616,131530.72345721413,7,Branch_11
2838,36,HR,Entry,18 tahun,166.0,Hybrid,5,6,14,Good,4,63.96864229346414,35444.911106187334,12,Branch_12
2839,28,Marketing,Senior,26 tahun,191.0,Yes,5,8,4,Excellent,4,80.34680357258588,66089.62351737924,8,Branch_15
2840,51,Marketing,Senior,19 tahun,178.0,Yes,10,19,13,Excellent,7,57.04689283989515,65874.47003758245,18,Branch_31
2841,35,Operations,Mid,28 tahun,179.0,Hybrid,0,12,5,Poor,7,75.40327406244964,46866.97698889219,2,Branch_29
2842,52,IT,Mid,14 tahun,152.0,Hybrid,0,16,12,Average,5,85.17149976391873,85544.2590651115,11,Branch_26
2843,30,Finance,Mid,13 tahun,175.0,No,8,13,14,Average,6,100.0,79528.8425431372,17,Branch_18
2844,30,Marketing,Mid,25 tahun,121.0,Yes,4,7,2,Good,1,49.42267123844445,61840.78785067084,10,Branch_32
2845,23,HR,Mid,7 tahun,121.0,Yes,14,14,9,Poor,6,92.52911215868896,37422.383972403615,14,Branch_22
2846,43,Marketing,Manager,27 tahun,179.0,No,6,16,9,Good,1,69.09985793141013,57633.410020188574,14,Branch_17
2847,37,Marketing,Entry,8 tahun,139.0,Hybrid,14,8,9,Good,9,83.22639836347024,85353.457144856,19,Branch_23
2848,23,HR,Manager,15 tahun,142.0,Hybrid,5,13,6,Average,6,88.7063044171142,31791.24738063368,14,Branch_24
2849,36,Sales,Entry,27 tahun,201.0,No,3,10,7,Excellent,8,89.97379591336752,55067.01957321935,4,Branch_8
2850,27,Marketing,Senior,9 tahun,149.0,No,0,6,5,Average,2,84.24458764596125,29855.45076649593,6,Branch_6
2851,44,HR,Mid,3 tahun,204.0,No,5,7,12,Excellent,6,97.91771852750544,46480.8410295505,0,Branch_5
2852,49,IT,Senior,5 tahun,155.0,Yes,10,10,14,Average,8,65.4583823416595,44194.69053703152,12,Branch_29
2853,38,Finance,Senior,4 tahun,186.0,Yes,14,8,4,Good,4,85.942541213614,47596.50277916306,13,Branch_28
2854,57,HR,Entry,20 tahun,176.0,No,5,13,7,Good,5,61.25553868045184,81910.0274770879,3,Branch_11
2855,40,HR,Senior,21 tahun,136.0,Yes,1,14,13,Good,5,82.8739353076923,20000.0,14,Branch_1
2856,26,Finance,Manager,21 tahun,143.0,Hybrid,5,5,1,Average,2,47.53785657878194,56692.41068783903,11,Branch_19
2857,44,HR,Mid,20 tahun,187.0,Yes,9,15,14,Excellent,7,63.437116061510686,250000.0,7,Branch_9
2858,40,Sales,Mid,6 tahun,192.0,No,7,3,11,Good,5,58.61138833293613,40316.18090617412,12,Branch_27
2859,22,IT,Entry,29 tahun,152.0,Hybrid,14,5,12,Average,1,98.66244182617072,23119.62411190535,2,Branch_34
2860,48,Sales,Mid,23 tahun,176.0,No,11,9,9,Average,3,82.97406831196777,39932.35244481094,1,Branch_4
2861,46,Marketing,Mid,8 tahun,217.0,Yes,9,19,0,Poor,9,62.24146171195053,81517.50361128672,10,Branch_18
2862,27,Operations,Entry,3 tahun,164.0,Yes,9,18,3,Poor,6,95.8539369213173,51211.59959578158,14,Branch_15
2863,57,IT,Mid,4 tahun,173.0,Yes,9,9,14,Poor,1,73.78579917751755,97085.79226132746,18,Branch_13
2864,38,Marketing,Mid,17 tahun,151.0,No,1,18,2,Poor,8,56.71649261345132,50199.07838677171,11,Branch_19
2865,33,Finance,Senior,17 tahun,178.0,No,7,10,4,Average,9,70.2681129847097,32656.70420608277,11,Branch_6
2866,46,HR,Mid,5 tahun,127.0,No,5,14,7,Excellent,6,48.226581655740816,40619.797492685175,12,Branch_12
2867,31,HR,Mid,17 tahun,179.0,No,6,15,0,Average,5,49.19959176489504,44332.10173445076,17,Branch_17
2868,45,IT,Entry,25 tahun,134.0,Hybrid,9,7,1,Good,6,72.00876745222553,60384.613235540135,13,Branch_23
2869,32,Operations,Mid,12 tahun,150.0,Yes,14,15,5,Poor,5,58.07513159129768,34622.72817621975,1,Branch_26
2870,45,Operations,Mid,3 tahun,183.0,No,14,8,0,Good,2,69.0762166898947,250000.0,12,Branch_29
2871,24,HR,Senior,26 tahun,124.0,Yes,0,4,12,Average,8,77.56351656048955,58567.79348202329,0,Branch_33
2872,41,HR,Mid,25 tahun,161.0,Yes,12,17,6,Poor,2,98.60294645209288,73047.66118542114,14,Branch_27
2873,44,Marketing,Mid,21 tahun,148.0,No,2,19,4,Average,4,43.47232949295919,76785.05242326698,9,Branch_25
2874,26,Sales,Mid,2 tahun,133.0,Hybrid,10,11,14,Poor,7,87.67624935585825,54637.32894560788,14,Branch_10
2875,57,HR,Senior,25 tahun,171.0,Yes,10,13,6,Average,5,63.96761765448706,72280.10623078892,11,Branch_23
2876,34,Marketing,Mid,23 tahun,172.0,No,1,3,11,Poor,7,61.27764541097693,47775.307173387,14,Branch_21
2877,57,Sales,Entry,11 tahun,132.0,Yes,3,8,3,Average,5,69.83211657342176,20000.0,19,Branch_21
2878,27,HR,Manager,6 tahun,179.0,No,6,7,14,Excellent,4,83.02604170072179,31058.541727862957,14,Branch_13
2879,23,IT,Mid,17 tahun,167.0,Hybrid,7,16,13,Good,9,100.0,62268.41711122445,2,Branch_33
2880,50,IT,Senior,29 tahun,145.0,Hybrid,7,5,5,Average,9,83.58284260639276,39988.26400425656,3,Branch_24
2881,26,IT,Entry,19 tahun,203.0,Hybrid,7,5,1,Average,7,58.76899539092895,40079.43470566837,15,Branch_11
2882,36,Finance,Senior,29 tahun,150.0,No,4,13,13,Average,2,35.72099167944987,63310.93081393083,9,Branch_17
2883,29,IT,Entry,13 tahun,155.0,Hybrid,10,4,2,Good,1,74.42678962455963,37605.37920524961,17,Branch_4
2884,55,HR,Manager,21 tahun,146.0,Hybrid,10,17,14,Good,5,92.47199107144952,250000.0,19,Branch_25
2885,58,HR,Senior,5 tahun,216.0,No,8,13,11,Poor,3,76.0921136976321,35577.47907617611,17,Branch_30
2886,47,Operations,Entry,5 tahun,212.0,Hybrid,13,12,0,Poor,7,87.76821651271163,113156.5704979485,2,Branch_9
2887,30,IT,Entry,19 tahun,210.0,Yes,10,9,5,Poor,2,89.24802781103065,53989.21961659418,3,Branch_21
2888,29,Operations,Senior,28 tahun,123.0,Hybrid,12,5,8,Average,9,61.12965713301016,20000.0,12,Branch_20
2889,35,IT,Entry,15 tahun,194.0,Hybrid,5,12,10,Average,7,56.63345809942989,250000.0,12,Branch_19
2890,46,Marketing,Senior,27 tahun,208.0,Hybrid,7,7,12,Good,3,87.31387528234279,76100.52347423339,9,Branch_19
2891,55,Sales,Entry,4 tahun,124.0,Hybrid,13,14,0,Average,9,47.922035657419606,40389.708999089984,11,Branch_12
2892,24,IT,Mid,6 tahun,170.0,Yes,3,4,5,Good,3,42.12253364961934,48154.30847171828,4,Branch_17
2893,53,Marketing,Entry,3 tahun,185.0,Yes,0,13,12,Good,7,94.97807766179076,70556.14056433365,11,Branch_28
2894,57,HR,Senior,24 tahun,159.0,No,4,13,6,Average,9,51.50097760857665,32630.07092848328,7,Branch_35
2895,26,IT,Mid,29 tahun,196.0,No,2,18,14,Excellent,5,65.82782896928416,48601.52211756472,14,Branch_18
2896,36,Marketing,Mid,11 tahun,146.0,No,8,17,3,Good,2,100.0,73323.96041826169,11,Branch_14
2897,49,Marketing,Entry,19 tahun,200.0,No,11,15,12,Good,4,83.78487085340804,56241.9823512045,10,Branch_35
2898,39,Sales,Mid,4 tahun,214.0,Hybrid,4,3,4,Good,3,82.4916783787682,67901.87007167711,4,Branch_7
2899,32,HR,Mid,27 tahun,173.0,No,7,7,9,Average,1,73.60455622100608,52256.065853677006,4,Branch_13
2900,31,Sales,Entry,22 tahun,194.0,Hybrid,3,19,1,Poor,4,99.94226382835686,27299.040837710894,14,Branch_18
2901,25,Sales,Senior,7 tahun,128.0,Yes,3,11,5,Average,1,84.17397509181927,20000.0,7,Branch_13
2902,41,Operations,Entry,3 tahun,130.0,No,1,7,3,Average,1,83.82222964579951,60469.12891046302,14,Branch_31
2903,26,Operations,Mid,25 tahun,126.0,Yes,7,5,13,Poor,4,55.511362369564495,20000.0,9,Branch_2
2904,22,Sales,Mid,5 tahun,189.0,Hybrid,12,9,0,Average,7,69.94458433083022,54736.2093920447,8,Branch_16
2905,34,HR,Entry,16 tahun,149.0,No,13,10,9,Excellent,5,71.16017969777965,46280.44297360416,17,Branch_9
2906,43,IT,Entry,21 tahun,212.0,No,10,3,0,Poor,8,87.93069126209879,47999.11028204115,16,Branch_9
2907,34,Sales,Mid,25 tahun,214.0,Hybrid,8,9,9,Good,7,96.3245499415973,250000.0,0,Branch_11
2908,36,Finance,Mid,19 tahun,206.0,Hybrid,7,5,9,Good,7,83.21136143333786,250000.0,15,Branch_22
2909,30,HR,Manager,18 tahun,196.0,Hybrid,7,11,8,Good,2,67.55157698792092,77781.38515666239,16,Branch_33
2910,24,Marketing,Mid,3 tahun,156.0,Hybrid,12,4,10,Poor,4,99.45792841169497,44544.19447793444,1,Branch_23
2911,23,Marketing,Manager,5 tahun,195.0,No,14,16,14,Average,7,95.38997552638033,54289.676075486015,9,Branch_34
2912,33,HR,Entry,7 tahun,164.0,No,4,4,1,Average,3,57.980552657489945,30230.879596212373,17,Branch_9
2913,45,Marketing,Entry,7 tahun,201.0,No,8,16,9,Poor,3,75.4091477930503,62543.31787498762,10,Branch_24
2914,39,HR,Entry,3 tahun,195.0,Yes,12,17,11,Average,2,88.10603102189907,100727.88513801164,14,Branch_8
2915,57,IT,Senior,26 tahun,186.0,Yes,12,6,2,Good,7,60.75550546843581,25001.93948306361,3,Branch_7
2916,46,Operations,Senior,9 tahun,167.0,Hybrid,8,16,0,Good,3,65.16886526631625,39783.085936683885,0,Branch_18
2917,36,Operations,Mid,8 tahun,219.0,No,4,5,2,Excellent,2,64.48471176357224,70624.1722195078,17,Branch_3
2918,22,HR,Mid,21 tahun,200.0,Yes,13,11,5,Average,6,100.0,78421.4874203761,13,Branch_28
2919,29,IT,Mid,18 tahun,129.0,No,8,4,8,Average,6,77.1816369999181,20000.0,13,Branch_6
2920,58,HR,Manager,26 tahun,132.0,No,0,7,12,Good,3,64.17114182664264,39037.90303839879,13,Branch_21
2921,28,Sales,Entry,10 tahun,179.0,Yes,2,11,3,Good,7,75.92761905160305,44032.32029096446,16,Branch_28
2922,56,Finance,Senior,20 tahun,142.0,Yes,4,14,3,Good,9,83.52444636853004,74906.99691058185,19,Branch_1
2923,59,IT,Entry,8 tahun,149.0,No,7,12,14,Good,7,68.95999090221963,68733.0321451959,12,Branch_21
2924,37,Finance,Entry,8 tahun,180.0,Hybrid,2,4,5,Average,2,77.20379636498224,23416.607222313625,19,Branch_35
2925,38,Marketing,Mid,17 tahun,147.0,Hybrid,2,19,11,Average,3,82.2135418879854,20000.0,6,Branch_13
2926,59,IT,Mid,29 tahun,142.0,No,6,17,12,Poor,2,93.2423270369252,74598.06291849542,18,Branch_10
2927,51,Marketing,Mid,17 tahun,188.0,Hybrid,10,17,0,Poor,8,94.50965847189316,68940.21573148298,2,Branch_10
2928,58,Sales,Entry,4 tahun,168.0,No,9,4,2,Poor,6,86.9367236946865,133593.04636482746,6,Branch_13
2929,39,Operations,Senior,6 tahun,149.0,No,3,8,1,Good,5,100.0,67796.04907876128,17,Branch_24
2930,57,Sales,Senior,29 tahun,192.0,Yes,5,12,12,Average,2,92.37918281929988,67069.86745512372,8,Branch_2
2931,33,IT,Mid,19 tahun,217.0,Hybrid,4,5,6,Good,2,100.0,51252.54209506112,9,Branch_22
2932,49,IT,Entry,1 tahun,145.0,No,2,15,1,Poor,6,87.1271585454528,68548.92259201403,15,Branch_17
2933,32,Finance,Entry,4 tahun,200.0,No,13,13,3,Average,5,91.07384774357016,54472.46388119408,12,Branch_14
2934,27,Marketing,Manager,11 tahun,153.0,Yes,1,14,3,Poor,2,95.9360682545644,30651.819913755065,18,Branch_10
2935,47,Finance,Mid,6 tahun,187.0,Hybrid,9,17,14,Good,1,86.84884152772985,81665.55839319082,16,Branch_35
2936,37,IT,Mid,12 tahun,197.0,Hybrid,4,3,10,Average,3,75.10206888727262,43654.74773729192,14,Branch_25
2937,59,Operations,Senior,5 tahun,121.0,No,12,9,6,Poor,9,80.44306264083407,64987.914202372966,7,Branch_3
2938,30,Finance,Entry,14 tahun,167.0,Yes,11,17,9,Average,8,85.7436053570622,45115.73381903797,7,Branch_17
2939,39,IT,Senior,17 tahun,189.0,Hybrid,7,3,9,Excellent,6,78.18264114604268,114830.3536257569,13,Branch_12
2940,54,HR,Mid,4 tahun,192.0,No,11,3,13,Poor,4,56.25581648589116,20000.0,3,Branch_24
2941,40,Marketing,Mid,15 tahun,143.0,Yes,7,11,1,Good,8,97.10599157952468,54263.81162558763,17,Branch_29
2942,30,Sales,Mid,6 tahun,133.0,Hybrid,1,19,3,Good,2,81.09122816729027,60061.331057553056,19,Branch_25
2943,30,Sales,Manager,13 tahun,196.0,No,0,13,13,Good,7,78.64551821349403,35164.24521563116,11,Branch_26
2944,26,Finance,Entry,12 tahun,194.0,No,10,17,2,Average,5,75.8296077451503,87542.58935127108,9,Branch_1
2945,44,Operations,Entry,10 tahun,208.0,Yes,12,14,12,Good,9,100.0,79274.17269390482,0,Branch_20
2946,55,Sales,Entry,6 tahun,149.0,Yes,14,7,8,Poor,4,40.15603815262773,31490.3845943701,13,Branch_28
2947,59,HR,Entry,22 tahun,207.0,No,4,8,4,Poor,3,62.512615372109245,32499.808798534963,16,Branch_16
2948,43,HR,Mid,9 tahun,153.0,No,3,14,11,Good,9,64.6045760214566,69169.13987798017,15,Branch_17
2949,26,Finance,Entry,16 tahun,142.0,No,2,5,6,Average,9,75.3192346002159,25814.605727183687,13,Branch_28
2950,22,Sales,Entry,8 tahun,202.0,Yes,12,11,9,Average,7,44.17203567843029,96417.85427371574,8,Branch_12
2951,47,Sales,Mid,7 tahun,184.0,Yes,3,11,12,Good,2,96.60135243173406,66867.97094171648,6,Branch_27
2952,39,IT,Mid,14 tahun,198.0,No,0,10,14,Poor,9,79.58898593275818,250000.0,9,Branch_30
2953,47,Finance,Mid,26 tahun,165.0,Hybrid,10,13,11,Poor,5,75.98531519691895,69216.39373612263,9,Branch_34
2954,36,IT,Entry,4 tahun,181.0,Yes,2,3,14,Average,6,75.03437522850258,61343.97585238377,16,Branch_6
2955,23,HR,Entry,3 tahun,173.0,No,3,13,13,Average,9,51.67280420961023,250000.0,8,Branch_7
2956,36,Operations,Senior,29 tahun,135.0,Hybrid,14,4,5,Average,7,80.55014404319496,68730.50960289057,11,Branch_32
2957,32,Finance,Mid,3 tahun,179.0,No,11,5,7,Average,9,87.98581066655596,78971.04378732404,10,Branch_32
2958,41,Operations,Manager,19 tahun,217.0,No,9,4,12,Average,3,65.49873377105973,67016.19757207813,9,Branch_25
2959,38,IT,Mid,10 tahun,184.0,Yes,4,12,6,Good,9,83.81835747682308,65326.80994632494,4,Branch_33
2960,26,Operations,Mid,14 tahun,177.0,Hybrid,0,18,9,Poor,7,71.53988279442515,50424.50811441161,15,Branch_7
2961,54,HR,Mid,21 tahun,141.0,Hybrid,11,12,9,Poor,6,63.599266943913065,24404.983343152177,19,Branch_12
2962,46,Operations,Entry,6 tahun,172.0,Hybrid,9,10,11,Poor,7,68.87639496091401,47707.05043829811,0,Branch_16
2963,28,Sales,Mid,12 tahun,121.0,No,12,8,13,Average,4,53.45308598407581,20000.0,17,Branch_16
2964,55,Finance,Mid,12 tahun,168.0,Yes,2,10,8,Average,8,46.946557087240265,106188.067756998,14,Branch_13
2965,36,IT,Mid,28 tahun,132.0,Hybrid,10,6,10,Poor,8,100.0,79196.9362735092,7,Branch_7
2966,34,Operations,Mid,4 tahun,154.0,Hybrid,1,16,13,Average,4,90.91185221508108,59654.44215914383,9,Branch_9
2967,53,Operations,Entry,10 tahun,140.0,Hybrid,7,6,8,Poor,8,95.22639635361216,73077.25222178358,16,Branch_32
2968,35,Marketing,Mid,29 tahun,160.0,No,8,4,13,Good,2,71.46401826299423,46385.20267783477,3,Branch_11
2969,41,Operations,Manager,12 tahun,191.0,Hybrid,7,8,3,Average,1,51.48173530061268,92354.91279157714,12,Branch_8
2970,37,Sales,Mid,17 tahun,148.0,Yes,4,14,3,Average,9,65.65900450890712,250000.0,8,Branch_33
2971,51,Operations,Mid,23 tahun,192.0,No,9,15,3,Excellent,8,67.86754553101991,55022.90361675437,3,Branch_23
2972,40,IT,Entry,28 tahun,172.0,Yes,10,17,8,Average,8,85.54604037814785,51590.21143634878,0,Branch_25
2973,43,IT,Manager,7 tahun,123.0,No,3,15,5,Average,7,64.79643459668009,42487.405097105846,15,Branch_8
2974,58,Finance,Mid,10 tahun,186.0,Hybrid,2,19,2,Average,4,77.02965155196064,70749.09813987177,2,Branch_22
2975,31,Marketing,Manager,1 tahun,123.0,Yes,8,14,4,Average,7,95.33385668474035,33947.88362847317,12,Branch_4
2976,29,Sales,Entry,19 tahun,210.0,Yes,7,3,11,Average,6,87.18404099334185,29517.130842180864,19,Branch_3
2977,50,Sales,Mid,26 tahun,156.0,Yes,10,12,9,Poor,4,100.0,76473.20707226986,11,Branch_29
2978,35,Finance,Mid,22 tahun,213.0,Yes,0,4,11,Average,4,80.16455373157612,32026.204056722432,17,Branch_29
2979,32,Finance,Mid,20 tahun,198.0,Hybrid,10,13,9,Poor,5,78.52756214000283,73875.72889105778,3,Branch_34
2980,51,Finance,Entry,29 tahun,135.0,Yes,10,17,11,Good,5,51.069721929620215,102958.9556958518,7,Branch_34
2981,54,Marketing,Mid,5 tahun,211.0,No,8,19,11,Average,9,73.02919494321672,28863.20982172837,10,Branch_28
2982,55,Finance,Mid,25 tahun,174.0,Yes,8,4,3,Poor,5,70.3519880064404,29634.029478327117,15,Branch_13
2983,58,Marketing,Entry,26 tahun,195.0,Hybrid,7,13,13,Poor,4,100.0,53118.33367057237,5,Branch_15
2984,58,Marketing,Senior,25 tahun,208.0,Yes,6,6,4,Average,8,77.67975270701554,69618.7396280624,3,Branch_23
2985,26,HR,Entry,6 tahun,147.0,Hybrid,0,5,7,Poor,9,78.88042252257205,54352.92250084392,7,Branch_26
2986,26,Finance,Entry,1 tahun,179.0,Yes,2,16,7,Excellent,5,60.17790779023719,97130.51524608876,14,Branch_4
2987,38,Finance,Entry,22 tahun,123.0,Hybrid,8,19,12,Average,6,48.74128343857678,20000.0,8,Branch_26
2988,40,Sales,Mid,29 tahun,218.0,No,13,8,5,Average,9,97.97717869240184,78463.90089849214,18,Branch_9
